Year,Time,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness
55.0274,20085,1001,Received_Treatment,18516,6800,F,1,0.00231499
55.0274,20085,1001,Emigrating,18516,6800,F,1,0.00231499
55.0274,20085,152,Emigrating,11705,14682,M,0,0
55.0301,20086,559,Emigrating,22736,1953,F,0,0
55.0301,20086,530,Emigrating,12585,13690,F,0,0
55.0301,20086,1001,NewInfectionEvent,20306,4744,M,1,0.00159545
55.0301,20086,1001,NewClinicalCase,22313,2458,F,1,2.24377e-06
55.0301,20086,1001,NewInfectionEvent,20034,5044,F,1,0.00654402
55.0301,20086,1001,Received_Treatment,20962,4026,F,1,0.000687726
55.0301,20086,1001,NewInfectionEvent,19237,5927,F,1,0
55.0301,20086,1001,NewClinicalCase,21816,3026,M,1,0.0109849
55.0301,20086,214,Emigrating,24028,413,F,0,0
55.0301,20086,197,Emigrating,23202,1412,F,0,0
55.0301,20086,52,Emigrating,18389,6952,M,0,0
55.0301,20086,20,Emigrating,11705,14683,M,0,0
55.0301,20086,13,Emigrating,19227,5936,F,0,0
55.0329,20087,612,Emigrating,12702,13548,M,0,0
55.0329,20087,500,Emigrating,22234,2562,F,0,0
55.0329,20087,408,Emigrating,18085,7316,M,0,0
55.0329,20087,325,Emigrating,18389,6953,M,0,0
55.0329,20087,1001,NewInfectionEvent,14480,11487,M,1,0.000945491
55.0329,20087,1001,NewClinicalCase,22828,1833,F,1,0
55.0356,20088,559,Emigrating,24028,415,F,0,0
55.0356,20088,449,Emigrating,18801,6452,F,0,0
55.0356,20088,1001,NewInfectionEvent,7555,19419,M,1,0
55.0356,20088,1001,NewInfectionEvent,23378,1199,M,1,0.000888861
55.0356,20088,1001,NewClinicalCase,19606,5501,F,1,2.50919e-07
55.0356,20088,1001,NewInfectionEvent,12246,14065,F,1,0.000394942
55.0356,20088,1001,NewClinicalCase,24264,153,M,1,0
55.0356,20088,1001,Received_Treatment,21816,3028,M,1,0.00835366
55.0356,20088,170,Emigrating,14115,11905,M,0,0
55.0384,20089,701,Emigrating,15122,10719,M,0,0
55.0384,20089,697,Emigrating,17544,7935,F,0,0
55.0384,20089,599,Emigrating,14115,11906,M,0,0
55.0384,20089,559,Emigrating,23202,1415,F,0,0
55.0384,20089,309,Emigrating,20424,4630,F,0,0
55.0384,20089,1001,NewInfectionEvent,17780,7679,M,1,0.375979
55.0384,20089,1001,NewInfectionEvent,18333,7023,M,1,0
55.0384,20089,1001,NewClinicalCase,22596,2125,F,1,0.0561472
55.0384,20089,1001,NewClinicalCase,24214,214,M,1,0
55.0384,20089,1001,NewInfectionEvent,18675,6615,F,1,0.00450874
55.0384,20089,1001,Received_Treatment,22828,1835,F,1,0
55.0384,20089,1001,Received_Treatment,24264,154,M,1,0
55.0384,20089,198,Emigrating,14126,11891,F,0,0
55.0384,20089,168,Emigrating,21124,3852,M,0,0
55.0384,20089,93,Emigrating,22383,2368,F,0,0
55.0411,20090,609,Emigrating,13034,13171,M,0,0
55.0411,20090,1001,NewClinicalCase,20306,4748,M,1,0.000156947
55.0411,20090,1001,Received_Treatment,20306,4748,M,1,0.000156947
55.0411,20090,1001,NewInfectionEvent,13242,12916,M,1,0.000251956
55.0411,20090,1001,NewClinicalCase,22368,2389,M,1,1.64687e-05
55.0411,20090,1001,NewClinicalCase,24066,378,M,1,0
55.0411,20090,1001,NewInfectionEvent,14341,11636,F,1,0
55.0411,20090,186,Emigrating,20504,4534,F,0,0
55.0411,20090,15,Emigrating,21268,3638,F,0,0
55.0438,20091,429,Emigrating,16253,9433,F,0,0
55.0438,20091,1001,NewInfectionEvent,20463,4587,F,1,0
55.0438,20091,1001,NewClinicalCase,24192,238,M,1,0
55.0438,20091,272,Emigrating,21873,2959,M,0,0
55.0438,20091,235,Emigrating,13034,13172,M,0,0
55.0466,20092,734,Emigrating,18801,6456,F,0,0
55.0466,20092,429,Emigrating,9336,17312,M,0,0
55.0466,20092,384,Emigrating,20142,4938,M,0,0
55.0466,20092,1001,NewClinicalCase,21260,3659,M,1,0.000347914
55.0466,20092,1001,NewInfectionEvent,8914,17782,F,1,0.000322711
55.0466,20092,1001,NewClinicalCase,21512,3365,M,1,0
55.0466,20092,287,Emigrating,20682,4344,M,0,0
55.0466,20092,102,Emigrating,22688,2008,F,0,0
55.0493,20093,599,Emigrating,20682,4345,M,0,0
55.0493,20093,526,Emigrating,21873,2961,M,0,0
55.0493,20093,425,Emigrating,23181,1446,M,0,0
55.0493,20093,1001,Received_Treatment,24192,240,M,1,0
55.0493,20093,1001,NewClinicalCase,18472,6858,M,1,2.06291e-07
55.0493,20093,1001,NewInfectionEvent,17219,8363,M,1,2.00163e-06
55.0493,20093,1001,Emigrating,15960,9775,F,0,0
55.0493,20093,192,Emigrating,22688,2009,F,0,0
55.0493,20093,192,Emigrating,20142,4939,M,0,0
55.0493,20093,186,Emigrating,15122,10723,M,0,0
55.0493,20093,3,Emigrating,22234,2568,F,0,0
55.0521,20094,559,Emigrating,12702,13555,M,0,0
55.0521,20094,428,Emigrating,20424,4635,F,0,0
55.0521,20094,1001,NewClinicalCase,22598,2129,F,1,0.038664
55.0521,20094,1001,Received_Treatment,22598,2129,F,1,0.038664
55.0521,20094,20,Emigrating,9336,17314,M,0,0
55.0521,20094,15,Emigrating,16253,9436,F,0,0
55.0548,20095,730,Emigrating,8414,18357,M,0,0
55.0548,20095,583,Emigrating,18266,7104,M,0,0
55.0548,20095,521,Emigrating,23123,1519,F,0,0
55.0548,20095,304,Emigrating,21479,3404,M,0,0
55.0548,20095,1001,NewInfectionEvent,13391,12763,F,1,8.43265e-05
55.0548,20095,1001,NewInfectionEvent,2367,22189.3,M,1,0
55.0548,20095,1001,NewInfectionEvent,10195,16371,F,1,0.000752511
55.0548,20095,1001,NewClinicalCase,20588,4445,M,1,0.00951203
55.0575,20096,1001,NewInfectionEvent,18398,6948,M,1,3.09579e-05
55.0575,20096,1001,NewInfectionEvent,10294,16266,F,1,0
55.0575,20096,124,Emigrating,23481,1080,F,0,0
55.0603,20097,569,Emigrating,17220,8361,F,0,0
55.0603,20097,390,Emigrating,3440,22698.9,F,0,0
55.0603,20097,1001,Received_Treatment,21260,3664,M,1,0.000251551
55.0603,20097,1001,Received_Treatment,24066,385,M,1,0.000113755
55.0603,20097,1001,NewInfectionEvent,15213,10635,F,1,0
55.0603,20097,243,Emigrating,17544,7943,F,0,0
55.0603,20097,242,Emigrating,16786,8848,M,0,0
55.0603,20097,47,Emigrating,20209,4868,F,0,0
55.0603,20097,15,Emigrating,8414,18359,M,0,0
55.063,20098,708,Emigrating,9942,16651,M,0,0
55.063,20098,650,Emigrating,23181,1451,M,0,0
55.063,20098,1001,NewInfectionEvent,1560,22009.4,M,1,0.000129749
55.063,20098,1001,NewInfectionEvent,14199,11813,M,1,0
55.063,20098,1001,NewInfectionEvent,16170,9550,F,1,0
55.063,20098,1001,NewInfectionEvent,2264,20416,F,1,0.000512629
55.063,20098,1001,Emigrating,21479,3407,M,0,0
55.0658,20099,559,Emigrating,23123,1523,F,0,0
55.0658,20099,310,Emigrating,7831,19098,M,0,0
55.0658,20099,1001,NewInfectionEvent,19894,5186,F,1,2.82233e-05
55.0658,20099,1001,NewInfectionEvent,19352,5798,F,1,0
55.0658,20099,263,Emigrating,24183,254,M,0,0
55.0658,20099,154,Emigrating,18266,7108,M,0,0
55.0658,20099,52,Emigrating,9942,16652,M,0,0
55.0685,20100,713,Emigrating,16786,8851,M,0,0
55.0685,20100,529,Emigrating,3440,22701.9,F,0,0
55.0685,20100,484,Emigrating,21808,3044,M,0,0
55.0685,20100,430,Emigrating,20505,4543,F,0,0
55.0685,20100,1001,NewInfectionEvent,12184,14153,F,1,0
55.0685,20100,1001,NewInfectionEvent,20925,4093,M,1,0.000227638
55.0685,20100,1001,NewInfectionEvent,17242,8340,M,1,0
55.0685,20100,1001,NewInfectionEvent,21700,3169,M,1,0.0660843
55.0685,20100,1001,NewInfectionEvent,7394,19601,M,1,9.07808e-07
55.0685,20100,179,Emigrating,10752,15746,F,0,0
55.0685,20100,15,Emigrating,7831,19099,M,0,0
55.074,20102,726,Emigrating,13993,12057,F,0,0
55.074,20102,1001,NewInfectionEvent,19956,5139,F,1,3.1779e-05
55.074,20102,1001,NewInfectionEvent,14638,11318,M,1,0.000439559
55.074,20102,1001,NewInfectionEvent,23000,1663,M,1,0
55.074,20102,1001,NewInfectionEvent,20511,4540,M,1,0
55.074,20102,1001,Emigrating,17261,8324,F,0,0
55.074,20102,262,Emigrating,23541,1024,M,0,0
55.074,20102,20,Emigrating,24183,257,M,0,0
55.074,20102,20,Emigrating,10752,15748,F,0,0
55.0767,20103,734,Emigrating,12444,13881,M,0,0
55.0767,20103,526,Emigrating,13993,12058,F,0,0
55.0767,20103,1001,NewInfectionEvent,19837,5260,M,1,6.54467e-05
55.0767,20103,79,Emigrating,23541,1025,M,0,0
55.0767,20103,42,Emigrating,21808,3047,M,0,0
55.0795,20104,713,Emigrating,20712,4317,F,0,0
55.0795,20104,559,Emigrating,20505,4547,F,0,0
55.0822,20105,664,Emigrating,15472,10344,M,0,0
55.0822,20105,650,Emigrating,17220,8369,F,0,0
55.0822,20105,1001,NewInfectionEvent,17186,8413,F,1,0
55.0822,20105,1001,NewInfectionEvent,17492,8019,M,1,0
55.0822,20105,1001,NewInfectionEvent,9752,16881,M,1,0.000225349
55.0822,20105,256,Emigrating,14239,11779,M,0,0
55.0822,20105,20,Emigrating,23481,1089,F,0,0
55.0849,20106,658,Emigrating,17008,8598,F,0,0
55.0849,20106,599,Emigrating,20399,4670,F,0,0
55.0849,20106,446,Emigrating,21755,3118,F,0,0
55.0849,20106,415,Emigrating,12161,14172,F,0,0
55.0849,20106,1001,Emigrating,21734,3139,M,0,0
55.0849,20106,242,Emigrating,20712,4319,F,0,0
55.0877,20107,1001,NewClinicalCase,23378,1218,M,1,0.000670655
55.0877,20107,1001,NewInfectionEvent,15207,10654,M,1,0.000437735
55.0877,20107,1001,NewInfectionEvent,12534,13769,F,1,1.26389e-05
55.0877,20107,173,Emigrating,20209,4878,F,0,0
55.0877,20107,121,Emigrating,9886,16732,M,0,0
55.0904,20108,597,Emigrating,9886,16733,M,0,0
55.0904,20108,583,Emigrating,20044,5055,F,0,0
55.0904,20108,317,Emigrating,18879,6387,M,0,0
55.0904,20108,186,Emigrating,15472,10347,M,0,0
55.0904,20108,158,Emigrating,12161,14174,F,0,0
55.0932,20109,642,Emigrating,12634,13655,M,0,0
55.0932,20109,593,Emigrating,7454,19545,M,0,0
55.0932,20109,473,Emigrating,10992,15496,F,0,0
55.0932,20109,459,Emigrating,21845,3013,F,0,0
55.0932,20109,316,Emigrating,9757,16879,F,0,0
55.0932,20109,1001,NewClinicalCase,17780,7699,M,1,0.000116018
55.0932,20109,1001,NewInfectionEvent,10631,15888,M,1,0
55.0932,20109,1001,NewInfectionEvent,18174,7213,M,1,6.70807e-05
55.0932,20109,1001,NewInfectionEvent,20736,4304,M,1,0.000885849
55.0932,20109,1001,NewInfectionEvent,2189,23798.6,F,1,0
55.0932,20109,1001,Emigrating,17008,8601,F,0,0
55.0932,20109,1001,Emigrating,23614,939,F,0,0
55.0932,20109,20,Emigrating,18879,6388,M,0,0
55.0959,20110,647,Emigrating,24253,188,F,0,0
55.0959,20110,546,Emigrating,14531,11458,F,0,0
55.0959,20110,1001,NewInfectionEvent,20641,4415,M,1,0.000555411
55.0959,20110,1001,NewInfectionEvent,18656,6659,M,1,0
55.0959,20110,173,Emigrating,9757,16880,F,0,0
55.0986,20111,738,Emigrating,10992,15498,F,0,0
55.0986,20111,558,Emigrating,16418,9276,M,0,0
55.0986,20111,516,Emigrating,19603,5529,M,0,0
55.0986,20111,415,Emigrating,14531,11459,F,0,0
55.0986,20111,1001,NewInfectionEvent,18935,6322,M,1,0
55.0986,20111,152,Emigrating,18264,7123,M,0,0
55.0986,20111,119,Emigrating,20145,4955,M,0,0
55.0986,20111,105,Emigrating,23381,1219,M,0,0
55.0986,20111,15,Emigrating,24253,189,F,0,0
55.1014,20112,694,Emigrating,14239,11786,M,0,0
55.1014,20112,668,Emigrating,11704,14710,F,0,0
55.1014,20112,629,Emigrating,20795,4239,M,0,0
55.1014,20112,478,Emigrating,20044,5059,F,0,0
55.1014,20112,1001,NewInfectionEvent,13561,12587,F,1,0
55.1014,20112,289,Emigrating,21845,3016,F,0,0
55.1014,20112,20,Emigrating,16418,9277,M,0,0
55.1041,20113,650,Emigrating,12634,13659,M,0,0
55.1041,20113,1001,NewInfectionEvent,17273,8322,F,1,0
55.1041,20113,1001,NewInfectionEvent,13780,12314,M,1,0
55.1041,20113,1001,NewInfectionEvent,19814,5294,F,1,0
55.1041,20113,261,Emigrating,21755,3125,F,0,0
55.1041,20113,20,Emigrating,18264,7125,M,0,0
55.1068,20114,696,Emigrating,20399,4678,F,0,0
55.1068,20114,1001,NewInfectionEvent,16809,8833,F,1,0
55.1068,20114,1001,NewInfectionEvent,14082,11970,M,1,4.75481e-05
55.1068,20114,190,Emigrating,16812,8832,M,0,0
55.1096,20115,1001,NewInfectionEvent,14463,11531,F,1,4.41159e-05
55.1096,20115,1001,NewInfectionEvent,11440,14997,F,1,0
55.1096,20115,1001,NewInfectionEvent,15178,10702,F,1,8.8541e-05
55.1096,20115,186,Emigrating,11704,14713,F,0,0
55.1123,20116,569,Emigrating,17673,7811,M,0,0
55.1123,20116,518,Emigrating,7454,19552,M,0,0
55.1123,20116,391,Emigrating,16008,9732,F,0,0
55.1123,20116,1001,NewInfectionEvent,20450,4628,F,1,0.00657613
55.1123,20116,1001,NewInfectionEvent,18751,6555,M,1,0.00335325
55.1123,20116,1001,NewInfectionEvent,20890,4141,F,1,0.108639
55.1151,20117,720,Emigrating,19603,5535,M,0,0
55.1151,20117,626,Emigrating,17511,8010,F,0,0
55.1151,20117,611,Emigrating,23803,727,M,0,0
55.1151,20117,553,Emigrating,19065,6167,M,0,0
55.1151,20117,484,Emigrating,22168,2668,M,0,0
55.1151,20117,433,Emigrating,18945,6309,F,0,0
55.1151,20117,1001,NewInfectionEvent,18055,7376,M,1,0
55.1151,20117,1001,NewInfectionEvent,14422,11569,F,1,0.00110814
55.1151,20117,1001,NewInfectionEvent,12263,14071,F,1,3.63017e-06
55.1151,20117,235,Emigrating,21194,3781,M,0,0
55.1151,20117,221,Emigrating,22157,2679,F,0,0
55.1151,20117,27,Emigrating,23050,1623,F,0,0
55.1178,20118,1001,NewInfectionEvent,10131,16468,M,1,0
55.1178,20118,1001,NewInfectionEvent,19167,6029,F,1,0
55.1178,20118,290,Emigrating,20145,4962,M,0,0
55.1178,20118,289,Emigrating,22168,2669,M,0,0
55.1178,20118,168,Emigrating,15330,10524,F,0,0
55.1178,20118,154,Emigrating,14110,11939,F,0,0
55.1178,20118,124,Emigrating,23050,1624,F,0,0
55.1178,20118,20,Emigrating,16008,9734,F,0,0
55.1205,20119,609,Emigrating,21235,3715,M,0,0
55.1205,20119,570,Emigrating,10366,16207,F,0,0
55.1205,20119,548,Emigrating,19977,5134,F,0,0
55.1205,20119,427,Emigrating,14110,11940,F,0,0
55.1205,20119,1001,NewInfectionEvent,19850,5264,F,1,0
55.1205,20119,1001,NewClinicalCase,20925,4112,M,1,0.000108764
55.1205,20119,1001,NewInfectionEvent,21708,3178,M,1,0
55.1205,20119,1001,NewClinicalCase,21700,3188,M,1,0.00361818
55.1205,20119,1001,Emigrating,23381,1227,M,0,0
55.1205,20119,171,Emigrating,9419,17252,M,0,0
55.1205,20119,139,Emigrating,15330,10525,F,0,0
55.1205,20119,124,Emigrating,17673,7814,M,0,0
55.1205,20119,20,Emigrating,22157,2681,F,0,0
55.1233,20120,692,Emigrating,24308,130,M,0,0
55.1233,20120,634,Emigrating,18945,6312,F,0,0
55.1233,20120,621,Emigrating,10366,16208,F,0,0
55.1233,20120,573,Emigrating,23706,859,F,0,0
55.1233,20120,559,Emigrating,17511,8013,F,0,0
55.1233,20120,510,Emigrating,14084,11975,M,0,0
55.1233,20120,1001,NewInfectionEvent,1560,22031.4,M,1,7.59679e-07
55.1233,20120,1001,NewInfectionEvent,18419,6949,F,1,0
55.1233,20120,1001,NewClinicalCase,23000,1681,M,1,0
55.1233,20120,1001,Received_Treatment,21700,3189,M,1,0.00173
55.1233,20120,1001,NewInfectionEvent,12172,14179,F,1,0.00026933
55.126,20121,674,Emigrating,21235,3717,M,0,0
55.126,20121,310,Emigrating,16692,8984,F,0,0
55.126,20121,1001,NewInfectionEvent,1607,24911.3,M,1,0
55.126,20121,1001,Received_Treatment,20925,4114,M,1,8.08565e-05
55.126,20121,1001,NewInfectionEvent,19021,6233,M,1,0
55.126,20121,1001,NewClinicalCase,20511,4559,M,1,0
55.126,20121,287,Emigrating,21194,3785,M,0,0
55.126,20121,186,Emigrating,9419,17254,M,0,0
55.1288,20122,696,Emigrating,19740,5388,M,0,0
55.1288,20122,583,Emigrating,24308,132,M,0,0
55.1288,20122,559,Emigrating,20795,4249,M,0,0
55.1288,20122,478,Emigrating,22881,1809,M,0,0
55.1288,20122,1001,NewInfectionEvent,10051,16551,M,1,6.33288e-05
55.1288,20122,1001,Received_Treatment,23000,1683,M,1,0
55.1288,20122,1001,NewInfectionEvent,19479,5679,M,1,0
55.1288,20122,1001,NewClinicalCase,19837,5279,M,1,4.19152e-05
55.1288,20122,1001,Received_Treatment,20511,4560,M,1,0
55.1288,20122,102,Emigrating,17409,8131,M,0,0
55.1315,20123,346,Emigrating,15687,10127,F,0,0
55.1315,20123,1001,NewInfectionEvent,18326,7066,F,1,0.000549373
55.1315,20123,1001,NewInfectionEvent,1927,22847.4,M,1,0
55.1315,20123,1001,NewInfectionEvent,14369,11635,F,1,1.12939e-05
55.1315,20123,1001,NewInfectionEvent,17972,7486,M,1,0.00949676
55.1315,20123,192,Emigrating,16692,8986,F,0,0
55.1315,20123,79,Emigrating,19065,6173,M,0,0
55.1315,20123,66,Emigrating,19548,5607,F,0,0
55.1342,20124,1001,NewInfectionEvent,9089,17619,M,1,0
55.1342,20124,1001,NewInfectionEvent,22052,2806,M,1,0.0113121
55.1342,20124,1001,Emigrating,14884,11048,F,0,0
55.1342,20124,93,Emigrating,19548,5608,F,0,0
55.137,20125,560,Emigrating,9297,17385,M,0,0
55.137,20125,379,Emigrating,12444,13903,M,0,0
55.137,20125,1001,NewInfectionEvent,10949,15555,M,1,0
55.137,20125,1001,NewInfectionEvent,14705,11276,M,1,0
55.137,20125,1001,Received_Treatment,19837,5282,M,1,0.000279086
55.1397,20126,614,Emigrating,15171,10720,M,0,0
55.1397,20126,559,Emigrating,23803,736,M,0,0
55.1397,20126,505,Emigrating,15088,10792,M,0,0
55.1397,20126,500,Emigrating,18077,7363,M,0,0
55.1397,20126,1001,NewInfectionEvent,13733,12377,F,1,7.05089e-06
55.1397,20126,1001,NewInfectionEvent,12180,14180,F,1,0
55.1397,20126,153,Emigrating,12723,13568,F,0,0
55.1425,20127,559,Emigrating,9297,17387,M,0,0
55.1425,20127,531,Emigrating,4853,28636.1,M,0,0
55.1425,20127,375,Emigrating,15088,10793,M,0,0
55.1425,20127,1001,NewInfectionEvent,15372,10487,F,1,0
55.1425,20127,1001,NewInfectionEvent,21512,3400,M,1,0.0432583
55.1425,20127,1001,NewInfectionEvent,14028,12046,F,1,0
55.1425,20127,261,Emigrating,19740,5393,M,0,0
55.1425,20127,20,Emigrating,17409,8136,M,0,0
55.1452,20128,456,Emigrating,12723,13570,F,0,0
55.1452,20128,428,Emigrating,18077,7365,M,0,0
55.1452,20128,419,Emigrating,22131,2716,F,0,0
55.1452,20128,233,Emigrating,15687,10132,F,0,0
55.1452,20128,192,Emigrating,23706,867,F,0,0
55.1452,20128,20,Emigrating,4853,28637.1,M,0,0
55.1479,20129,716,Emigrating,11879,14515,F,0,0
55.1479,20129,675,Emigrating,22131,2717,F,0,0
55.1479,20129,650,Emigrating,14084,11984,M,0,0
55.1479,20129,621,Emigrating,15171,10723,M,0,0
55.1479,20129,578,Emigrating,23732,846,M,0,0
55.1479,20129,549,Emigrating,10898,15617,F,0,0
55.1479,20129,468,Emigrating,20401,4690,F,0,0
55.1479,20129,1001,NewInfectionEvent,18324,7076,F,1,0.000578108
55.1479,20129,1001,NewInfectionEvent,15644,10173,M,1,0
55.1479,20129,1001,NewInfectionEvent,21162,3841,F,1,0.00139057
55.1479,20129,1001,NewInfectionEvent,2098,20232.8,F,1,0
55.1479,20129,220,Emigrating,21974,2904,M,0,0
55.1507,20130,650,Emigrating,16812,8848,M,0,0
55.1507,20130,488,Emigrating,20401,4691,F,0,0
55.1507,20130,434,Emigrating,16118,9622,F,0,0
55.1507,20130,1001,NewInfectionEvent,19536,5626,F,1,0
55.1507,20130,1001,NewInfectionEvent,22947,1743,M,1,0
55.1507,20130,1001,NewInfectionEvent,20961,4070,M,1,0
55.1507,20130,1001,NewInfectionEvent,13974,12111,F,1,0
55.1507,20130,1001,NewInfectionEvent,12542,13781,F,1,0
55.1507,20130,1001,NewInfectionEvent,18921,6359,M,1,0
55.1507,20130,1001,NewInfectionEvent,11381,15075,F,1,0
55.1507,20130,1001,NewInfectionEvent,15366,10497,F,1,0
55.1534,20131,641,Emigrating,16118,9623,F,0,0
55.1534,20131,557,Emigrating,14514,11494,F,0,0
55.1534,20131,419,Emigrating,23732,848,M,0,0
55.1534,20131,15,Emigrating,10898,15619,F,0,0
55.1562,20132,458,Emigrating,14514,11495,F,0,0
55.1562,20132,433,Emigrating,8190,18682,M,0,0
55.1562,20132,1001,NewInfectionEvent,18756,6562,M,1,0
55.1562,20132,1001,NewInfectionEvent,19861,5258,M,1,0
55.1562,20132,1001,NewInfectionEvent,9226,17469,M,1,0
55.1562,20132,138,Emigrating,16924,8722,F,0,0
55.1589,20133,300,Emigrating,11879,14519,F,0,0
55.1589,20133,296,Emigrating,16207,9535,M,0,0
55.1589,20133,1001,NewInfectionEvent,19299,5903,M,1,0.00268959
55.1589,20133,1001,NewInfectionEvent,18233,7176,F,1,0
55.1616,20134,721,Emigrating,12444,13912,M,0,0
55.1616,20134,1001,NewInfectionEvent,17290,8320,M,1,0
55.1616,20134,197,Emigrating,15752,10064,M,0,0
